,Country_Region,Date,Cases,Cases_per_Million,case_delta_days,case_percentage_x_days_increase
1,Libya,12/23/20,96346,14215.66689074301,6269,0.06550268530708629
2,Libya,12/24/20,97192,14340.492562691701,6269,0.06550268530708629
3,Libya,12/25/20,97653,14408.512225538447,6269,0.06550268530708629
4,Libya,12/26/20,97653,14408.512225538447,6269,0.06550268530708629
5,Libya,12/27/20,98381,14515.92722456758,6269,0.06550268530708629
6,Libya,12/28/20,98913,14594.422800781178,6269,0.06550268530708629
7,Libya,12/29/20,99350,14658.901309813777,6269,0.06550268530708629
8,Libya,12/30/20,99935,14745.216934033615,6269,0.06550268530708629
9,Libya,12/31/20,100277,14795.678375885214,6269,0.06550268530708629
10,Libya,1/1/21,100744,14864.583327185497,6269,0.06550268530708629
11,Libya,1/2/21,100744,14864.583327185497,6269,0.06550268530708629
12,Libya,1/3/21,101414,14963.44053783044,6269,0.06550268530708629
13,Libya,1/4/21,101975,15046.215008236133,6269,0.06550268530708629
0,Liechtenstein,12/22/20,1826,,398,0.21796276013143484
1,Liechtenstein,12/23/20,1858,,398,0.21796276013143484
2,Liechtenstein,12/24/20,1920,,398,0.21796276013143484
3,Liechtenstein,12/25/20,1980,,398,0.21796276013143484
4,Liechtenstein,12/26/20,2000,,398,0.21796276013143484
5,Liechtenstein,12/27/20,2018,,398,0.21796276013143484
6,Liechtenstein,12/28/20,2038,,398,0.21796276013143484
7,Liechtenstein,12/29/20,2069,,398,0.21796276013143484
8,Liechtenstein,12/30/20,2104,,398,0.21796276013143484
9,Liechtenstein,12/31/20,2136,,398,0.21796276013143484
10,Liechtenstein,1/1/21,2175,,398,0.21796276013143484
11,Liechtenstein,1/2/21,2202,,398,0.21796276013143484
12,Liechtenstein,1/3/21,2222,,398,0.21796276013143484
13,Liechtenstein,1/4/21,2224,,398,0.21796276013143484
0,Lithuania,12/22/20,116358,41752.60617386549,31639,0.2719108269306795
1,Lithuania,12/23/20,120094,43093.190720399136,31639,0.2719108269306795
2,Lithuania,12/24/20,123889,44454.946168497416,31639,0.2719108269306795
3,Lithuania,12/25/20,126581,45420.913405989,31639,0.2719108269306795
4,Lithuania,12/26/20,128931,46264.1611801737,31639,0.2719108269306795
5,Lithuania,12/27/20,130598,46862.328856584725,31639,0.2719108269306795
6,Lithuania,12/28/20,132369,47497.81473236392,31639,0.2719108269306795
7,Lithuania,12/29/20,134285,48185.33078995452,31639,0.2719108269306795
8,Lithuania,12/30/20,138219,49596.96344682372,31639,0.2719108269306795
9,Lithuania,12/31/20,140579,50443.79950940921,31639,0.2719108269306795
10,Lithuania,1/1/21,143903,51636.54657383047,31639,0.2719108269306795
11,Lithuania,1/2/21,145399,52173.35451858805,31639,0.2719108269306795
12,Lithuania,1/3/21,146637,52617.584622605355,31639,0.2719108269306795
13,Lithuania,1/4/21,147997,53105.59184511225,31639,0.2719108269306795
0,Luxembourg,12/22/20,44809,72284.7058216217,2177,0.048583989823472964
1,Luxembourg,12/23/20,45209,72929.97535070399,2177,0.048583989823472964
2,Luxembourg,12/24/20,45209,72929.97535070399,2177,0.048583989823472964
3,Luxembourg,12/25/20,45209,72929.97535070399,2177,0.048583989823472964
4,Luxembourg,12/26/20,45209,72929.97535070399,2177,0.048583989823472964
5,Luxembourg,12/27/20,45209,72929.97535070399,2177,0.048583989823472964
6,Luxembourg,12/28/20,45849,73962.40659723566,2177,0.048583989823472964
7,Luxembourg,12/29/20,46088,74347.95514086234,2177,0.048583989823472964
8,Luxembourg,12/30/20,46415,74875.46298088711,2177,0.048583989823472964
9,Luxembourg,12/31/20,46415,74875.46298088711,2177,0.048583989823472964
10,Luxembourg,1/1/21,46415,74875.46298088711,2177,0.048583989823472964
11,Luxembourg,1/2/21,46415,74875.46298088711,2177,0.048583989823472964
12,Luxembourg,1/3/21,46415,74875.46298088711,2177,0.048583989823472964
13,Luxembourg,1/4/21,46986,75796.58523365209,2177,0.048583989823472964
0,MS Zaandam,12/22/20,9,,0,0.0
1,MS Zaandam,12/23/20,9,,0,0.0
2,MS Zaandam,12/24/20,9,,0,0.0
3,MS Zaandam,12/25/20,9,,0,0.0
4,MS Zaandam,12/26/20,9,,0,0.0
5,MS Zaandam,12/27/20,9,,0,0.0
6,MS Zaandam,12/28/20,9,,0,0.0
7,MS Zaandam,12/29/20,9,,0,0.0
8,MS Zaandam,12/30/20,9,,0,0.0
9,MS Zaandam,12/31/20,9,,0,0.0
10,MS Zaandam,1/1/21,9,,0,0.0
11,MS Zaandam,1/2/21,9,,0,0.0
12,MS Zaandam,1/3/21,9,,0,0.0
13,MS Zaandam,1/4/21,9,,0,0.0
0,Madagascar,12/22/20,17633,653.8173190731226,134,0.007599387512051268
1,Madagascar,12/23/20,17633,653.8173190731226,134,0.007599387512051268
2,Madagascar,12/24/20,17633,653.8173190731226,134,0.007599387512051268
3,Madagascar,12/25/20,17633,653.8173190731226,134,0.007599387512051268
4,Madagascar,12/26/20,17633,653.8173190731226,134,0.007599387512051268
5,Madagascar,12/27/20,17714,656.8207332876592,134,0.007599387512051268
6,Madagascar,12/28/20,17714,656.8207332876592,134,0.007599387512051268
7,Madagascar,12/29/20,17714,656.8207332876592,134,0.007599387512051268
8,Madagascar,12/30/20,17714,656.8207332876592,134,0.007599387512051268
9,Madagascar,12/31/20,17714,656.8207332876592,134,0.007599387512051268
10,Madagascar,1/1/21,17714,656.8207332876592,134,0.007599387512051268
11,Madagascar,1/2/21,17767,658.7859302428498,134,0.007599387512051268
12,Madagascar,1/3/21,17767,658.7859302428498,134,0.007599387512051268
13,Madagascar,1/4/21,17767,658.7859302428498,134,0.007599387512051268
0,Malawi,12/22/20,6248,335.3956119539333,687,0.10995518565941101
1,Malawi,12/23/20,6261,336.0934581375763,687,0.10995518565941101
2,Malawi,12/24/20,6277,336.95234574821376,687,0.10995518565941101
3,Malawi,12/25/20,6339,340.28053523943396,687,0.10995518565941101
4,Malawi,12/26/20,6343,340.49525714209335,687,0.10995518565941101
5,Malawi,12/27/20,6354,341.0857423744066,687,0.10995518565941101
6,Malawi,12/28/20,6377,342.320393314698,687,0.10995518565941101
7,Malawi,12/29/20,6388,342.91087854701124,687,0.10995518565941101
8,Malawi,12/30/20,6471,347.36635802719314,687,0.10995518565941101
9,Malawi,12/31/20,6583,353.3785713016554,687,0.10995518565941101
10,Malawi,1/1/21,6684,358.8002993438045,687,0.10995518565941101
11,Malawi,1/2/21,6712,360.3033526624201,687,0.10995518565941101
12,Malawi,1/3/21,6844,367.3891754501792,687,0.10995518565941101
13,Malawi,1/4/21,6935,372.27409873567984,687,0.10995518565941101
0,Malaysia,12/22/20,97389,3048.190289403272,23429,0.240571317089199
1,Malaysia,12/23/20,98737,3090.38150720113,23429,0.240571317089199
2,Malaysia,12/24/20,100318,3139.8654206569267,23429,0.240571317089199
3,Malaysia,12/25/20,101565,3178.8954270322447,23429,0.240571317089199
4,Malaysia,12/26/20,103900,3251.9788792266063,23429,0.240571317089199
5,Malaysia,12/27/20,105096,3289.412630329157,23429,0.240571317089199
6,Malaysia,12/28/20,106690,3339.3034323838942,23429,0.240571317089199
7,Malaysia,12/29/20,108615,3399.5542441501234,23429,0.240571317089199
8,Malaysia,12/30/20,110485,3458.083604151603,23429,0.240571317089199
9,Malaysia,12/31/20,113010,3537.1138897150986,23429,0.240571317089199
10,Malaysia,1/1/21,115078,3601.8404760696762,23429,0.240571317089199
11,Malaysia,1/2/21,117373,3673.67196334422,23429,0.240571317089199
12,Malaysia,1/3/21,119077,3727.005668928456,23429,0.240571317089199
13,Malaysia,1/4/21,120818,3781.4974420635235,23429,0.240571317089199
0,Maldives,12/22/20,13524,25471.181064990687,369,0.027284826974267967
1,Maldives,12/23/20,13537,25495.66534137673,369,0.027284826974267967
2,Maldives,12/24/20,13558,25535.216864769573,369,0.027284826974267967
3,Maldives,12/25/20,13583,25582.302011665815,369,0.027284826974267967
4,Maldives,12/26/20,13618,25648.22121732055,369,0.027284826974267967
5,Maldives,12/27/20,13644,25697.189770092646,369,0.027284826974267967
6,Maldives,12/28/20,13660,25727.32426410624,369,0.027284826974267967
7,Maldives,12/29/20,13691,25785.709846257578,369,0.027284826974267967
8,Maldives,12/30/20,13738,25874.22992242251,369,0.027284826974267967
9,Maldives,12/31/20,13757,25910.014634063657,369,0.027284826974267967
10,Maldives,1/1/21,13804,25998.53471022859,369,0.027284826974267967
11,Maldives,1/2/21,13834,26055.036886504076,369,0.027284826974267967
12,Maldives,1/3/21,13867,26117.189280407118,369,0.027284826974267967
13,Maldives,1/4/21,13893,26166.157833179208,369,0.027284826974267967
0,Mali,12/22/20,6291,320.0218780812788,969,0.15402956604673343
1,Mali,12/23/20,6347,322.87058658112807,969,0.15402956604673343
2,Mali,12/24/20,6441,327.6523472773036,969,0.15402956604673343
3,Mali,12/25/20,6488,330.04322762539135,969,0.15402956604673343
4,Mali,12/26/20,6574,334.41802996444557,969,0.15402956604673343
5,Mali,12/27/20,6629,337.21586866965464,969,0.15402956604673343
6,Mali,12/28/20,6703,340.98023347302683,969,0.15402956604673343
7,Mali,12/29/20,6796,345.7111243745622,969,0.15402956604673343
8,Mali,12/30/20,7029,357.5637865257207,969,0.15402956604673343
9,Mali,12/31/20,7090,360.6668439987708,969,0.15402956604673343
10,Mali,1/1/21,7203,366.4151307931094,969,0.15402956604673343
11,Mali,1/2/21,7226,367.5851360698332,969,0.15402956604673343
12,Mali,1/3/21,7253,368.9586205251177,969,0.15402956604673343
13,Mali,1/4/21,7260,369.3147090875988,969,0.15402956604673343
0,Malta,12/22/20,11910,23694.278160082602,1320,0.11083123425692695
1,Malta,12/23/20,11992,23857.412568909367,1320,0.11083123425692695
2,Malta,12/24/20,12062,23996.673649615142,1320,0.11083123425692695
3,Malta,12/25/20,12112,24096.145850119265,1320,0.11083123425692695
4,Malta,12/26/20,12241,24352.78412741991,1320,0.11083123425692695
5,Malta,12/27/20,12325,24519.89742426684,1320,0.11083123425692695
6,Malta,12/28/20,12426,24720.831269285172,1320,0.11083123425692695
7,Malta,12/29/20,12541,24949.61733044466,1320,0.11083123425692695
8,Malta,12/30/20,12665,25196.30838769489,1320,0.11083123425692695
9,Malta,12/31/20,12774,25413.157784793882,1320,0.11083123425692695
10,Malta,1/1/21,12909,25681.73272615502,1320,0.11083123425692695
11,Malta,1/2/21,12997,25856.80379904228,1320,0.11083123425692695
12,Malta,1/3/21,13082,26025.906539899293,1320,0.11083123425692695
13,Malta,1/4/21,13230,26320.344253391504,1320,0.11083123425692695
0,Marshall Islands,12/22/20,4,,0,0.0
1,Marshall Islands,12/23/20,4,,0,0.0
2,Marshall Islands,12/24/20,4,,0,0.0
3,Marshall Islands,12/25/20,4,,0,0.0
4,Marshall Islands,12/26/20,4,,0,0.0
5,Marshall Islands,12/27/20,4,,0,0.0
6,Marshall Islands,12/28/20,4,,0,0.0
7,Marshall Islands,12/29/20,4,,0,0.0
8,Marshall Islands,12/30/20,4,,0,0.0
9,Marshall Islands,12/31/20,4,,0,0.0
10,Marshall Islands,1/1/21,4,,0,0.0
11,Marshall Islands,1/2/21,4,,0,0.0
12,Marshall Islands,1/3/21,4,,0,0.0
13,Marshall Islands,1/4/21,4,,0,0.0
0,Mauritania,12/22/20,12745,2816.141428854258,2130,0.16712436249509613
1,Mauritania,12/23/20,12944,2860.1125661113783,2130,0.16712436249509613
2,Mauritania,12/24/20,13118,2898.559691150267,2130,0.16712436249509613
3,Mauritania,12/25/20,13264,2930.8199225047374,2130,0.16712436249509613
4,Mauritania,12/26/20,13516,2986.5019656645077,2130,0.16712436249509613
5,Mauritania,12/27/20,13642,3014.342987244393,2130,0.16712436249509613
6,Mauritania,12/28/20,13778,3044.3936137115707,2130,0.16712436249509613
7,Mauritania,12/29/20,13989,3091.0162768334417,2130,0.16712436249509613
8,Mauritania,12/30/20,14191,3135.65029555675,2130,0.16712436249509613
9,Mauritania,12/31/20,14364,3173.8764601069097,2130,0.16712436249509613
10,Mauritania,1/1/21,14581,3221.8248861611564,2130,0.16712436249509613
11,Mauritania,1/2/21,14677,3243.037093079164,2130,0.16712436249509613
12,Mauritania,1/3/21,14794,3268.8894702604857,2130,0.16712436249509613
13,Mauritania,1/4/21,14875,3286.787269847555,2130,0.16712436249509613
0,Mauritius,12/22/20,526,415.57669957833974,5,0.009505703422053232
1,Mauritius,12/23/20,527,416.36676934940124,5,0.009505703422053232
2,Mauritius,12/24/20,527,416.36676934940124,5,0.009505703422053232
3,Mauritius,12/25/20,527,416.36676934940124,5,0.009505703422053232
4,Mauritius,12/26/20,527,416.36676934940124,5,0.009505703422053232
5,Mauritius,12/27/20,527,416.36676934940124,5,0.009505703422053232
6,Mauritius,12/28/20,527,416.36676934940124,5,0.009505703422053232
7,Mauritius,12/29/20,527,416.36676934940124,5,0.009505703422053232
8,Mauritius,12/30/20,527,416.36676934940124,5,0.009505703422053232
9,Mauritius,12/31/20,527,416.36676934940124,5,0.009505703422053232
10,Mauritius,1/1/21,527,416.36676934940124,5,0.009505703422053232
11,Mauritius,1/2/21,527,416.36676934940124,5,0.009505703422053232
12,Mauritius,1/3/21,527,416.36676934940124,5,0.009505703422053232
13,Mauritius,1/4/21,531,419.52704843364717,5,0.009505703422053232
0,Mexico,12/22/20,1338426,10491.243975167055,116793,0.08726145487311215
1,Mexico,12/23/20,1350079,10582.585944048878,116793,0.08726145487311215
2,Mexico,12/24/20,1362564,10680.449539817311,116793,0.08726145487311215
3,Mexico,12/25/20,1372243,10756.31832183114,116793,0.08726145487311215
4,Mexico,12/26/20,1377217,10795.306990261432,116793,0.08726145487311215
5,Mexico,12/27/20,1383434,10844.038906552369,116793,0.08726145487311215
6,Mexico,12/28/20,1389430,10891.03851570155,116793,0.08726145487311215
7,Mexico,12/29/20,1401529,10985.8764528423,116793,0.08726145487311215
8,Mexico,12/30/20,1413935,11083.120807596259,116793,0.08726145487311215
9,Mexico,12/31/20,1426094,11178.429054368256,116793,0.08726145487311215
10,Mexico,1/1/21,1437185,11265.365789704074,116793,0.08726145487311215
11,Mexico,1/2/21,1443544,11315.210772122293,116793,0.08726145487311215
12,Mexico,1/3/21,1448755,11356.057163596006,116793,0.08726145487311215
13,Mexico,1/4/21,1455219,11406.725187868906,116793,0.08726145487311215
0,Moldova,12/22/20,136931,51523.59031726305,9378,0.06848704822136696
1,Moldova,12/23/20,138213,52005.973727789016,9378,0.06848704822136696
2,Moldova,12/24/20,139435,52465.7806916445,9378,0.06848704822136696
3,Moldova,12/25/20,140250,52772.44409225188,9378,0.06848704822136696
4,Moldova,12/26/20,140996,53053.14457918821,9378,0.06848704822136696
5,Moldova,12/27/20,141355,53188.22698509992,9378,0.06848704822136696
6,Moldova,12/28/20,141924,53402.32695435833,9378,0.06848704822136696
7,Moldova,12/29/20,142851,53751.13305541728,9378,0.06848704822136696
8,Moldova,12/30/20,143841,54123.64442548023,9378,0.06848704822136696
9,Moldova,12/31/20,144818,54491.264232097914,9378,0.06848704822136696
10,Moldova,1/1/21,145258,54656.824841014786,9378,0.06848704822136696
11,Moldova,1/2/21,145694,54820.88035348696,9378,0.06848704822136696
12,Moldova,1/3/21,145873,54888.23341938722,9378,0.06848704822136696
13,Moldova,1/4/21,146309,55052.288931859395,9378,0.06848704822136696
0,Monaco,12/22/20,756,19402.52540806899,161,0.21296296296296297
1,Monaco,12/23/20,767,19684.83728569962,161,0.21296296296296297
2,Monaco,12/24/20,783,20095.472744071452,161,0.21296296296296297
3,Monaco,12/25/20,789,20249.461040960887,161,0.21296296296296297
4,Monaco,12/26/20,797,20454.778770146804,161,0.21296296296296297
5,Monaco,12/27/20,797,20454.778770146804,161,0.21296296296296297
6,Monaco,12/28/20,801,20557.43763473976,161,0.21296296296296297
7,Monaco,12/29/20,827,21224.720254593984,161,0.21296296296296297
8,Monaco,12/30/20,853,21892.002874448208,161,0.21296296296296297
9,Monaco,12/31/20,875,22456.626629709477,161,0.21296296296296297
10,Monaco,1/1/21,885,22713.27379119187,161,0.21296296296296297
11,Monaco,1/2/21,901,23123.9092495637,161,0.21296296296296297
12,Monaco,1/3/21,907,23277.897546453136,161,0.21296296296296297
13,Monaco,1/4/21,917,23534.544707935533,161,0.21296296296296297
0,Mongolia,12/22/20,1063,329.59533568339253,245,0.23047977422389465
1,Mongolia,12/23/20,1069,331.455704464296,245,0.23047977422389465
2,Mongolia,12/24/20,1075,333.3160732451994,245,0.23047977422389465
3,Mongolia,12/25/20,1082,335.48650348958677,245,0.23047977422389465
4,Mongolia,12/26/20,1121,347.5789005654591,245,0.23047977422389465
5,Mongolia,12/27/20,1137,352.5398839812016,245,0.23047977422389465
6,Mongolia,12/28/20,1175,364.32221959359003,245,0.23047977422389465
7,Mongolia,12/29/20,1195,370.5234488632682,245,0.23047977422389465
8,Mongolia,12/30/20,1215,376.7246781329463,245,0.23047977422389465
9,Mongolia,12/31/20,1220,378.2749854503658,245,0.23047977422389465
10,Mongolia,1/1/21,1242,385.0963376470118,245,0.23047977422389465
11,Mongolia,1/2/21,1263,391.6076283801738,245,0.23047977422389465
12,Mongolia,1/3/21,1286,398.7390420403037,245,0.23047977422389465
13,Mongolia,1/4/21,1308,405.5603942369496,245,0.23047977422389465
0,Montenegro,12/22/20,44542,71595.1631232349,5088,0.11422926675946297
1,Montenegro,12/23/20,45062,72430.99188763888,5088,0.11422926675946297
2,Montenegro,12/24/20,45423,73011.24993369626,5088,0.11422926675946297
3,Montenegro,12/25/20,45945,73850.29342411719,5088,0.11422926675946297
4,Montenegro,12/26/20,46327,74464.30609335242,5088,0.11422926675946297
5,Montenegro,12/27/20,46694,75054.20831746062,5088,0.11422926675946297
6,Montenegro,12/28/20,46969,75496.23314478964,5088,0.11422926675946297
7,Montenegro,12/29/20,47404,76195.43605347375,5088,0.11422926675946297
8,Montenegro,12/30/20,47782,76803.0192706751,5088,0.11422926675946297
9,Montenegro,12/31/20,48247,77550.44306961328,5088,0.11422926675946297
10,Montenegro,1/1/21,48589,78100.16121850975,5088,0.11422926675946297
11,Montenegro,1/2/21,48856,78529.32714177102,5088,0.11422926675946297
12,Montenegro,1/3/21,49195,79074.22320164207,5088,0.11422926675946297
13,Montenegro,1/4/21,49630,79773.42611032618,5088,0.11422926675946297
0,Morocco,12/22/20,420648,11533.52336707331,23154,0.05504364694471387
1,Morocco,12/23/20,423214,11603.879153764106,23154,0.05504364694471387
2,Morocco,12/24/20,425864,11676.538091694976,23154,0.05504364694471387
3,Morocco,12/25/20,428193,11740.395701672709,23154,0.05504364694471387
4,Morocco,12/26/20,430562,11805.350050336192,23154,0.05504364694471387
5,Morocco,12/27/20,432079,11846.943864993222,23154,0.05504364694471387
6,Morocco,12/28/20,433029,11872.99140877976,23154,0.05504364694471387
7,Morocco,12/29/20,435189,11932.215297810204,23154,0.05504364694471387
8,Morocco,12/30/20,437332,11990.973072899205,23154,0.05504364694471387
9,Morocco,12/31/20,439193,12041.998840253676,23154,0.05504364694471387
10,Morocco,1/1/21,440970,12090.721456368074,23154,0.05504364694471387
11,Morocco,1/2/21,442141,12122.828481393375,23154,0.05504364694471387
12,Morocco,1/3/21,443146,12150.384040872817,23154,0.05504364694471387
13,Morocco,1/4/21,443802,12168.370555319101,23154,0.05504364694471387
0,Mozambique,12/22/20,17767,585.0944785812676,1696,0.09545787133449654
1,Mozambique,12/23/20,17767,585.0944785812676,1696,0.09545787133449654
2,Mozambique,12/24/20,18031,593.7884022794414,1696,0.09545787133449654
3,Mozambique,12/25/20,18108,596.3241300247421,1696,0.09545787133449654
4,Mozambique,12/26/20,18162,598.1024325993685,1696,0.09545787133449654
5,Mozambique,12/27/20,18265,601.4943801028228,1696,0.09545787133449654
6,Mozambique,12/28/20,18310,602.9762989150115,1696,0.09545787133449654
7,Mozambique,12/29/20,18372,605.018053722916,1696,0.09545787133449654
8,Mozambique,12/30/20,18485,608.7393165179676,1696,0.09545787133449654
9,Mozambique,12/31/20,18642,613.9095665960483,1696,0.09545787133449654
10,Mozambique,1/1/21,18794,618.9151590283302,1696,0.09545787133449654
11,Mozambique,1/2/21,18968,624.6452451021265,1696,0.09545787133449654
12,Mozambique,1/3/21,19309,635.8748965456011,1696,0.09545787133449654
13,Mozambique,1/4/21,19463,640.9463520362025,1696,0.09545787133449654
0,Namibia,12/22/20,19629,7868.816971533715,5757,0.293290539507871
1,Namibia,12/23/20,19984,8011.128348827234,5757,0.293290539507871
2,Namibia,12/24/20,20579,8249.650234713552,5757,0.293290539507871
3,Namibia,12/25/20,21262,8523.4493070839,5757,0.293290539507871
4,Namibia,12/26/20,21398,8577.968595286486,5757,0.293290539507871
5,Namibia,12/27/20,21923,8788.429082833238,5757,0.293290539507871
6,Namibia,12/28/20,22287,8934.348354198986,5757,0.293290539507871
7,Namibia,12/29/20,22851,9160.44304939207,5757,0.293290539507871
8,Namibia,12/30/20,23333,9353.665820815944,5757,0.293290539507871
9,Namibia,12/31/20,23941,9597.39910925104,5757,0.293290539507871
10,Namibia,1/1/21,24545,9839.52888920959,5757,0.293290539507871
11,Namibia,1/2/21,24654,9883.224495195487,5757,0.293290539507871
12,Namibia,1/3/21,25116,10068.429724236628,5757,0.293290539507871
13,Namibia,1/4/21,25386,10176.66654640353,5757,0.293290539507871
0,Nepal,12/22/20,255236,8921.618625935947,7026,0.027527464777695937
1,Nepal,12/23/20,255979,8947.589737530983,7026,0.027527464777695937
2,Nepal,12/24/20,256592,8969.016778456631,7026,0.027527464777695937
3,Nepal,12/25/20,257200,8990.269047433458,7026,0.027527464777695937
4,Nepal,12/26/20,257700,9007.746242315714,7026,0.027527464777695937
5,Nepal,12/27/20,258181,9024.559303792446,7026,0.027527464777695937
6,Nepal,12/28/20,258840,9047.594246647262,7026,0.027527464777695937
7,Nepal,12/29/20,259548,9072.34195460054,7026,0.027527464777695937
8,Nepal,12/30/20,260059,9090.203647770208,7026,0.027527464777695937
9,Nepal,12/31/20,260593,9108.869291904459,7026,0.027527464777695937
10,Nepal,1/1/21,261019,9123.759861944143,7026,0.027527464777695937
11,Nepal,1/2/21,261438,9138.405751255475,7026,0.027527464777695937
12,Nepal,1/3/21,261859,9153.121549346335,7026,0.027527464777695937
13,Nepal,1/4/21,262262,9167.208168421435,7026,0.027527464777695937
12/22/20,Netherlands,12/22/20,721429,41622.06446141286,117887,0.16340762569844017
12/23/20,Netherlands,12/23/20,731902,42226.29284855058,117887,0.16340762569844017
12/24/20,Netherlands,12/24/20,743493,42895.023034296144,117887,0.16340762569844017
12/25/20,Netherlands,12/25/20,755038,43561.09929988432,117887,0.16340762569844017
12/26/20,Netherlands,12/26/20,764907,44130.48056147719,117887,0.16340762569844017
12/27/20,Netherlands,12/27/20,774009,44655.610589141426,117887,0.16340762569844017
12/28/20,Netherlands,12/28/20,781467,45085.891818137236,117887,0.16340762569844017
12/29/20,Netherlands,12/29/20,789059,45523.90403193935,117887,0.16340762569844017
12/30/20,Netherlands,12/30/20,798592,46073.90013759999,117887,0.16340762569844017
12/31/20,Netherlands,12/31/20,808382,46638.723579792124,117887,0.16340762569844017
1/1/21,Netherlands,1/1/21,816616,47113.77528796476,117887,0.16340762569844017
1/2/21,Netherlands,1/2/21,825249,47611.84686880692,117887,0.16340762569844017
1/3/21,Netherlands,1/3/21,832702,48041.8396282204,117887,0.16340762569844017
1/4/21,Netherlands,1/4/21,839316,48423.42719171977,117887,0.16340762569844017
0,New Zealand,12/22/20,2128,432.78421801911736,58,0.02725563909774436
1,New Zealand,12/23/20,2128,432.78421801911736,58,0.02725563909774436
2,New Zealand,12/24/20,2128,432.78421801911736,58,0.02725563909774436
3,New Zealand,12/25/20,2128,432.78421801911736,58,0.02725563909774436
4,New Zealand,12/26/20,2144,436.03823469595284,58,0.02725563909774436
5,New Zealand,12/27/20,2144,436.03823469595284,58,0.02725563909774436
6,New Zealand,12/28/20,2151,437.46186699206834,58,0.02725563909774436
7,New Zealand,12/29/20,2151,437.46186699206834,58,0.02725563909774436
8,New Zealand,12/30/20,2162,439.69900345739273,58,0.02725563909774436
9,New Zealand,12/31/20,2162,439.69900345739273,58,0.02725563909774436
10,New Zealand,1/1/21,2162,439.69900345739273,58,0.02725563909774436
11,New Zealand,1/2/21,2181,443.56314826113487,58,0.02725563909774436
12,New Zealand,1/3/21,2181,443.56314826113487,58,0.02725563909774436
13,New Zealand,1/4/21,2186,444.58002847264595,58,0.02725563909774436
0,Nicaragua,12/22/20,5938,907.1878673324063,108,0.018187942068036377
1,Nicaragua,12/23/20,5991,915.285030850193,108,0.018187942068036377
2,Nicaragua,12/24/20,5991,915.285030850193,108,0.018187942068036377
3,Nicaragua,12/25/20,5991,915.285030850193,108,0.018187942068036377
4,Nicaragua,12/26/20,5991,915.285030850193,108,0.018187942068036377
5,Nicaragua,12/27/20,5991,915.285030850193,108,0.018187942068036377
6,Nicaragua,12/28/20,5991,915.285030850193,108,0.018187942068036377
7,Nicaragua,12/29/20,6046,923.6877477082736,108,0.018187942068036377
8,Nicaragua,12/30/20,6046,923.6877477082736,108,0.018187942068036377
9,Nicaragua,12/31/20,6046,923.6877477082736,108,0.018187942068036377
10,Nicaragua,1/1/21,6046,923.6877477082736,108,0.018187942068036377
11,Nicaragua,1/2/21,6046,923.6877477082736,108,0.018187942068036377
12,Nicaragua,1/3/21,6046,923.6877477082736,108,0.018187942068036377
13,Nicaragua,1/4/21,6046,923.6877477082736,108,0.018187942068036377
0,Niger,12/22/20,2803,120.2451319060784,662,0.2361755262219051
1,Niger,12/23/20,2876,123.37673898033587,662,0.2361755262219051
2,Niger,12/24/20,2933,125.8219664218794,662,0.2361755262219051
3,Niger,12/25/20,3005,128.91067476909225,662,0.2361755262219051
4,Niger,12/26/20,3057,131.14140857541264,662,0.2361755262219051
5,Niger,12/27/20,3110,133.41504110877767,662,0.2361755262219051
6,Niger,12/28/20,3159,135.5170787339642,662,0.2361755262219051
7,Niger,12/29/20,3208,137.61911635915072,662,0.2361755262219051
8,Niger,12/30/20,3208,137.61911635915072,662,0.2361755262219051
9,Niger,12/31/20,3323,142.55246996928238,662,0.2361755262219051
10,Niger,1/1/21,3403,145.9843681328522,662,0.2361755262219051
11,Niger,1/2/21,3437,147.4429248523694,662,0.2361755262219051
12,Niger,1/3/21,3465,148.64408920961884,662,0.2361755262219051
13,Niger,1/4/21,3465,148.64408920961884,662,0.2361755262219051
0,Nigeria,12/22/20,79789,397.032101320996,11562,0.1449071927208011
1,Nigeria,12/23/20,80922,402.66993825085706,11562,0.1449071927208011
2,Nigeria,12/24/20,81963,407.84998083160326,11562,0.1449071927208011
3,Nigeria,12/25/20,82747,411.7511848501479,11562,0.1449071927208011
4,Nigeria,12/26/20,83576,415.8763100177162,11562,0.1449071927208011
5,Nigeria,12/27/20,84414,420.04621941508924,11562,0.1449071927208011
6,Nigeria,12/28/20,84811,422.02170155203083,11562,0.1449071927208011
7,Nigeria,12/29/20,85560,425.7487446768905,11562,0.1449071927208011
8,Nigeria,12/30/20,86576,430.8043866192902,11562,0.1449071927208011
9,Nigeria,12/31/20,87607,435.9346689446978,11562,0.1449071927208011
10,Nigeria,1/1/21,88587,440.81117396787863,11562,0.1449071927208011
11,Nigeria,1/2/21,89163,443.6773646753809,11562,0.1449071927208011
12,Nigeria,1/3/21,90080,448.24038008992864,11562,0.1449071927208011
13,Nigeria,1/4/21,91351,454.5649085434622,11562,0.1449071927208011
0,North Macedonia,12/22/20,79190,38008.9073027115,4939,0.06236898598307867
1,North Macedonia,12/23/20,79815,38308.88920780299,4939,0.06236898598307867
2,North Macedonia,12/24/20,80407,38593.03206830564,4939,0.06236898598307867
3,North Macedonia,12/25/20,80896,38827.73791084922,4939,0.06236898598307867
4,North Macedonia,12/26/20,81425,39081.64259531865,4939,0.06236898598307867
